nohup: ignoring input
Device:  cuda
Loading the dataset into memory...
Building the vocabulary...
Setting up data loaders...
Creating necessary directories...
Loaded checkpoint from epoch 1053
Starting the training...
Epoch [1054], Train Loss: 0.0861157757, Test Loss: 0.0869298453
Epoch [1437], Train Loss: 0.0758305083, Test Loss: 0.0803019898
Epoch [1438], Train Loss: 0.0752490434, Test Loss: 0.0802407490
Epoch [1439], Train Loss: 0.0756943697, Test Loss: 0.0872203558
Epoch [1440], Train Loss: 0.0750667797, Test Loss: 0.0792742824
Epoch [1441], Train Loss: 0.0753723706, Test Loss: 0.0830293780
Epoch [1442], Train Loss: 0.0752285643, Test Loss: 0.0807631269
Epoch [1443], Train Loss: 0.0755920221, Test Loss: 0.0804128179
Epoch [1444], Train Loss: 0.0756056240, Test Loss: 0.0821620375
Epoch [1445], Train Loss: 0.0749572402, Test Loss: 0.0802563332
Epoch [1446], Train Loss: 0.0757753980, Test Loss: 0.0831454097
Epoch [1447], Train Loss: 0.0753160973, Test Loss: 0.0833114535
Epoch [1448], Train Loss: 0.0753789709, Test Loss: 0.0834844275
Epoch [1449], Train Loss: 0.0751854359, Test Loss: 0.0823002593
Epoch [1450], Train Loss: 0.0753393326, Test Loss: 0.0813299076
Epoch [1451], Train Loss: 0.0749856952, Test Loss: 0.0797142095
Epoch [1452], Train Loss: 0.0748044206, Test Loss: 0.0859216991
Epoch [1453], Train Loss: 0.0754451725, Test Loss: 0.0798811804
Epoch [1454], Train Loss: 0.0750567315, Test Loss: 0.0816322049
Epoch [1455], Train Loss: 0.0754559952, Test Loss: 0.0837383241
Epoch [1456], Train Loss: 0.0752102098, Test Loss: 0.0806787369
Epoch [1457], Train Loss: 0.0753027032, Test Loss: 0.0826236593
Epoch [1458], Train Loss: 0.0746542251, Test Loss: 0.0811178658
Epoch [1459], Train Loss: 0.0752538700, Test Loss: 0.0864029024
Epoch [1460], Train Loss: 0.0754705444, Test Loss: 0.0799221490
Epoch [1461], Train Loss: 0.0746678928, Test Loss: 0.0829328263
Epoch [1462], Train Loss: 0.0748991669, Test Loss: 0.0800702293
Epoch [1463], Train Loss: 0.0750724156, Test Loss: 0.0790561546
Epoch [1464], Train Loss: 0.0748771512, Test Loss: 0.0803904991
Epoch [1465], Train Loss: 0.0746795961, Test Loss: 0.0850476739
Epoch [1466], Train Loss: 0.0745954381, Test Loss: 0.0794348535
Epoch [1467], Train Loss: 0.0750019440, Test Loss: 0.0813720456
Epoch [1468], Train Loss: 0.0751088050, Test Loss: 0.0794771588
Epoch [1469], Train Loss: 0.0747465723, Test Loss: 0.0812924588
Epoch [1470], Train Loss: 0.0748116654, Test Loss: 0.0815021002
Epoch [1471], Train Loss: 0.0749294092, Test Loss: 0.0813649696
Epoch [1472], Train Loss: 0.0747913532, Test Loss: 0.0791292497
Epoch [1473], Train Loss: 0.0749181110, Test Loss: 0.0819692291
Epoch [1474], Train Loss: 0.0748882757, Test Loss: 0.0832171307
Epoch [1475], Train Loss: 0.0744214099, Test Loss: 0.0808965081
Epoch [1476], Train Loss: 0.0752275437, Test Loss: 0.0799987347
Epoch [1477], Train Loss: 0.0748751053, Test Loss: 0.0807957756
Epoch [1478], Train Loss: 0.0747934507, Test Loss: 0.0797843506
Epoch [1479], Train Loss: 0.0746949978, Test Loss: 0.0812553205
Epoch [1480], Train Loss: 0.0747855716, Test Loss: 0.0801839499
Epoch [1481], Train Loss: 0.0748239676, Test Loss: 0.0788973208
Epoch [1482], Train Loss: 0.0742820660, Test Loss: 0.0813852152
Epoch [1483], Train Loss: 0.0748820678, Test Loss: 0.0906884467
Epoch [1484], Train Loss: 0.0744993071, Test Loss: 0.0796916198
Epoch [1485], Train Loss: 0.0746755563, Test Loss: 0.0856024585
Epoch [1486], Train Loss: 0.0742641603, Test Loss: 0.0808117668
Epoch [1487], Train Loss: 0.0747461741, Test Loss: 0.0788536362
Epoch [1488], Train Loss: 0.0745542767, Test Loss: 0.0793429210
Epoch [1489], Train Loss: 0.0748801076, Test Loss: 0.0809194629
Epoch [1490], Train Loss: 0.0745257826, Test Loss: 0.0800504664
Epoch [1491], Train Loss: 0.0742848191, Test Loss: 0.0891682282
Epoch [1492], Train Loss: 0.0742740281, Test Loss: 0.0840632759
Epoch [1493], Train Loss: 0.0745979379, Test Loss: 0.0803808993
Epoch [1494], Train Loss: 0.0740423993, Test Loss: 0.0792098061
Epoch [1495], Train Loss: 0.0742844830, Test Loss: 0.0803743683
Epoch [1496], Train Loss: 0.0744708553, Test Loss: 0.0795234978
Epoch [1497], Train Loss: 0.0746373409, Test Loss: 0.0807822982
Epoch [1498], Train Loss: 0.0743958353, Test Loss: 0.0817614701
Epoch [1499], Train Loss: 0.0740347185, Test Loss: 0.0820422227
Epoch [1500], Train Loss: 0.0743655322, Test Loss: 0.0817881475
Epoch [1501], Train Loss: 0.0742324798, Test Loss: 0.0836822546
Epoch [1502], Train Loss: 0.0742273477, Test Loss: 0.0815419388
Epoch [1503], Train Loss: 0.0743876410, Test Loss: 0.0828004020
Epoch [1504], Train Loss: 0.0740261406, Test Loss: 0.0829296123
Epoch [1505], Train Loss: 0.0743582263, Test Loss: 0.0840244287
Epoch [1506], Train Loss: 0.0738592683, Test Loss: 0.0798793508
Epoch [1507], Train Loss: 0.0743493177, Test Loss: 0.0841538922
Epoch [1508], Train Loss: 0.0740563832, Test Loss: 0.0809141056
Epoch [1509], Train Loss: 0.0743963789, Test Loss: 0.0792065849
Epoch [1510], Train Loss: 0.0743667195, Test Loss: 0.0817331228
Epoch [1511], Train Loss: 0.0741109686, Test Loss: 0.0833869443
Epoch [1512], Train Loss: 0.0741435840, Test Loss: 0.0801900136
Epoch [1513], Train Loss: 0.0739098065, Test Loss: 0.0819033476
Epoch [1514], Train Loss: 0.0736623808, Test Loss: 0.0787624867
Epoch [1515], Train Loss: 0.0738034355, Test Loss: 0.0866054449
Epoch [1516], Train Loss: 0.0742842697, Test Loss: 0.0786858274
Epoch [1517], Train Loss: 0.0738628667, Test Loss: 0.0843313661
Epoch [1518], Train Loss: 0.0742420696, Test Loss: 0.0846495136
Epoch [1519], Train Loss: 0.0738217804, Test Loss: 0.0809876292
Epoch [1520], Train Loss: 0.0740231251, Test Loss: 0.0840666047
Epoch [1521], Train Loss: 0.0737294425, Test Loss: 0.0800963358
Epoch [1522], Train Loss: 0.0737399201, Test Loss: 0.0805139614
Epoch [1523], Train Loss: 0.0738519149, Test Loss: 0.0817824576
Epoch [1524], Train Loss: 0.0735478966, Test Loss: 0.0829482159
Epoch [1525], Train Loss: 0.0741114937, Test Loss: 0.0807191100
Epoch [1526], Train Loss: 0.0736633374, Test Loss: 0.0793067271
Epoch [1527], Train Loss: 0.0735838576, Test Loss: 0.0809027952
Epoch [1528], Train Loss: 0.0742607531, Test Loss: 0.0868357808
Epoch [1529], Train Loss: 0.0736977050, Test Loss: 0.0825313880
Epoch [1530], Train Loss: 0.0738731310, Test Loss: 0.0818326307
Epoch [1531], Train Loss: 0.0735901333, Test Loss: 0.0787427253
Epoch [1532], Train Loss: 0.0736173024, Test Loss: 0.0808325223
Epoch [1533], Train Loss: 0.0738070426, Test Loss: 0.0815018254
Epoch [1534], Train Loss: 0.0737060354, Test Loss: 0.0883983664
Epoch [1535], Train Loss: 0.0735523279, Test Loss: 0.0798714561
Epoch [1536], Train Loss: 0.0733729732, Test Loss: 0.0794144795
Epoch [1537], Train Loss: 0.0734798175, Test Loss: 0.0792681853
Epoch [1538], Train Loss: 0.0737567409, Test Loss: 0.0786778713
Epoch [1539], Train Loss: 0.0734779992, Test Loss: 0.0802645756
Epoch [1540], Train Loss: 0.0735342183, Test Loss: 0.0817795916
Epoch [1541], Train Loss: 0.0732202543, Test Loss: 0.0819238709
Epoch [1542], Train Loss: 0.0736834347, Test Loss: 0.0851500343
Epoch [1543], Train Loss: 0.0733037320, Test Loss: 0.0805376139
Epoch [1544], Train Loss: 0.0735371802, Test Loss: 0.0814845175
Epoch [1545], Train Loss: 0.0737666047, Test Loss: 0.0826151573
Epoch [1546], Train Loss: 0.0732062746, Test Loss: 0.0823047642
Epoch [1547], Train Loss: 0.0732787905, Test Loss: 0.0810469442
Epoch [1548], Train Loss: 0.0733918890, Test Loss: 0.0826927066
Epoch [1549], Train Loss: 0.0731572913, Test Loss: 0.0845623468
Epoch [1550], Train Loss: 0.0734117043, Test Loss: 0.0826156979
Epoch [1551], Train Loss: 0.0730647294, Test Loss: 0.0787767585
Epoch [1552], Train Loss: 0.0732379506, Test Loss: 0.0822590808
Epoch [1553], Train Loss: 0.0734386204, Test Loss: 0.0834704385
Epoch [1554], Train Loss: 0.0731257520, Test Loss: 0.0806644456
Epoch [1555], Train Loss: 0.0732212710, Test Loss: 0.0802921043
Epoch [1556], Train Loss: 0.0735040147, Test Loss: 0.0799209492
Epoch [1557], Train Loss: 0.0730537338, Test Loss: 0.0799535363
Epoch [1558], Train Loss: 0.0729258871, Test Loss: 0.0810403372
Epoch [1559], Train Loss: 0.0730138174, Test Loss: 0.0799854173
Epoch [1560], Train Loss: 0.0726403281, Test Loss: 0.0813673880
Epoch [1561], Train Loss: 0.0732616270, Test Loss: 0.0822832476
Epoch [1562], Train Loss: 0.0729992662, Test Loss: 0.0810390315
Epoch [1563], Train Loss: 0.0733922291, Test Loss: 0.0820498471
Epoch [1564], Train Loss: 0.0729245515, Test Loss: 0.0788549117
Epoch [1565], Train Loss: 0.0731653749, Test Loss: 0.0852734737
Epoch [1566], Train Loss: 0.0728101458, Test Loss: 0.0798689715
Epoch [1567], Train Loss: 0.0730126771, Test Loss: 0.0795731225
Epoch [1568], Train Loss: 0.0729716274, Test Loss: 0.0826225451
Epoch [1569], Train Loss: 0.0732173465, Test Loss: 0.0793688766
Epoch [1570], Train Loss: 0.0730702664, Test Loss: 0.0792047026
Epoch [1571], Train Loss: 0.0728327923, Test Loss: 0.0790778382
Epoch [1572], Train Loss: 0.0728206768, Test Loss: 0.0809378228
Epoch [1573], Train Loss: 0.0730858485, Test Loss: 0.0791496177
Epoch [1574], Train Loss: 0.0726902096, Test Loss: 0.0807474983
Epoch [1575], Train Loss: 0.0727388451, Test Loss: 0.0841924095
Epoch [1576], Train Loss: 0.0727551940, Test Loss: 0.0824818720
Epoch [1577], Train Loss: 0.0726269804, Test Loss: 0.0787720913
Epoch [1578], Train Loss: 0.0730517383, Test Loss: 0.0830093190
Epoch [1579], Train Loss: 0.0733487500, Test Loss: 0.0794610867
Epoch [1580], Train Loss: 0.0725531541, Test Loss: 0.0827319436
Epoch [1581], Train Loss: 0.0728988496, Test Loss: 0.0805182706
Epoch [1582], Train Loss: 0.0723605746, Test Loss: 0.0784905857
Epoch [1583], Train Loss: 0.0727344641, Test Loss: 0.0813973667
Epoch [1584], Train Loss: 0.0721629686, Test Loss: 0.0813043365
Epoch [1585], Train Loss: 0.0725832964, Test Loss: 0.0823432339
Epoch [1586], Train Loss: 0.0725503806, Test Loss: 0.0809221082
Epoch [1587], Train Loss: 0.0722613195, Test Loss: 0.0789694581
Epoch [1588], Train Loss: 0.0726007093, Test Loss: 0.0807195078
Epoch [1589], Train Loss: 0.0723612195, Test Loss: 0.0806654526
Epoch [1590], Train Loss: 0.0725840526, Test Loss: 0.0815069679
Epoch [1591], Train Loss: 0.0725671144, Test Loss: 0.0783106062
Epoch [1592], Train Loss: 0.0723140960, Test Loss: 0.0848853942
Epoch [1593], Train Loss: 0.0723738354, Test Loss: 0.0877306498
Epoch [1594], Train Loss: 0.0725485965, Test Loss: 0.0796613405
Epoch [1595], Train Loss: 0.0724438305, Test Loss: 0.0790543788
Epoch [1596], Train Loss: 0.0723784476, Test Loss: 0.0789080534
Epoch [1597], Train Loss: 0.0723574270, Test Loss: 0.0797201149
Epoch [1598], Train Loss: 0.0725188189, Test Loss: 0.0828989685
Epoch [1599], Train Loss: 0.0721399567, Test Loss: 0.0805475095
Epoch [1600], Train Loss: 0.0726864100, Test Loss: 0.0800942121
Epoch [1601], Train Loss: 0.0726167255, Test Loss: 0.0809499703
Epoch [1602], Train Loss: 0.0724679100, Test Loss: 0.0790525770
Epoch [1603], Train Loss: 0.0723103577, Test Loss: 0.0825475144
Epoch [1604], Train Loss: 0.0722470911, Test Loss: 0.0788777632
Epoch [1605], Train Loss: 0.0724450739, Test Loss: 0.0785085890
Epoch [1606], Train Loss: 0.0722419380, Test Loss: 0.0817888817
Epoch [1607], Train Loss: 0.0721040515, Test Loss: 0.0820852180
Epoch [1608], Train Loss: 0.0724004409, Test Loss: 0.0824194174
Epoch [1609], Train Loss: 0.0723557866, Test Loss: 0.0847632498
Epoch [1610], Train Loss: 0.0722289868, Test Loss: 0.0785063359
Epoch [1611], Train Loss: 0.0724979409, Test Loss: 0.0784384950
Epoch [1612], Train Loss: 0.0719641390, Test Loss: 0.0820691123
Epoch [1613], Train Loss: 0.0721133487, Test Loss: 0.0784190577
Epoch [1614], Train Loss: 0.0721408374, Test Loss: 0.0802963873
Epoch [1615], Train Loss: 0.0723000936, Test Loss: 0.0791611472
Epoch [1616], Train Loss: 0.0721738319, Test Loss: 0.0811169133
Epoch [1617], Train Loss: 0.0719832815, Test Loss: 0.0831203651
Epoch [1618], Train Loss: 0.0719420390, Test Loss: 0.0789383657
Epoch [1619], Train Loss: 0.0720122638, Test Loss: 0.0810916257
